Targets of primary energy saving in regional scale [TJ/year],Technical Maturity Relibility (1-5),Consistence of installation and maintenance requirements with local thechnical know-how,Continiuity and predictability of performances(1-3),Cost of saved primary energy (Euro/MJ),Sustainability according to greenhouse pollutant emissions (gco2/MJ),Sustainability according to other pollutant emissions(1-4),Sustainability according to other enviromental impacts(1-5),Labour impact (engaged person/Mjyear),market maturity (1-5)
100,3,3,1,0.028,63,1,1,0.1,4
